Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request hour,Request day
1786,Airport,27.0,Trip Completed,2016-12-07 09:03:00,2016-12-07 09:58:00,9,Wednesday
1968,City,27.0,Trip Completed,2016-12-07 12:10:00,2016-12-07 12:49:00,12,Wednesday
2088,Airport,27.0,Trip Completed,2016-12-07 15:51:00,2016-12-07 17:02:00,15,Wednesday
2473,Airport,27.0,Trip Completed,2016-12-07 20:43:00,2016-12-07 21:20:00,20,Wednesday
84,City,28.0,Trip Completed,2016-11-07 04:50:00,2016-11-07 05:26:00,4,Monday
1199,City,28.0,Trip Completed,2016-11-07 21:17:00,2016-11-07 21:53:00,21,Monday
1676,Airport,28.0,Trip Completed,2016-12-07 07:44:00,2016-12-07 08:40:00,7,Wednesday
1584,Airport,29.0,Trip Completed,2016-12-07 06:26:00,2016-12-07 07:18:00,6,Wednesday
1966,Airport,29.0,Trip Completed,2016-12-07 12:05:00,2016-12-07 13:12:00,12,Wednesday
517,Airport,30.0,Trip Completed,2016-11-07 09:45:00,2016-11-07 10:24:00,9,Monday
1406,Airport,30.0,Trip Completed,2016-12-07 03:02:00,2016-12-07 03:55:00,3,Wednesday
1643,Airport,30.0,Trip Completed,2016-12-07 07:18:00,2016-12-07 08:10:00,7,Wednesday
2108,Airport,30.0,Trip Completed,2016-12-07 16:14:00,2016-12-07 16:48:00,16,Wednesday
2647,City,30.0,Trip Completed,2016-12-07 22:46:00,2016-12-07 23:18:00,22,Wednesday
629,Airport,31.0,Trip Completed,2016-11-07 12:14:00,2016-11-07 13:00:00,12,Monday
745,Airport,31.0,Trip Completed,2016-11-07 15:48:00,2016-11-07 16:45:00,15,Monday
1064,City,31.0,Trip Completed,2016-11-07 19:53:00,2016-11-07 20:31:00,19,Monday
1886,Airport,31.0,Trip Completed,2016-12-07 10:10:00,2016-12-07 10:35:00,10,Wednesday
2162,Airport,32.0,Trip Completed,2016-12-07 17:34:00,2016-12-07 18:33:00,17,Wednesday
145,City,33.0,Trip Completed,2016-11-07 05:32:00,2016-11-07 06:37:00,5,Monday
735,City,33.0,Trip Completed,2016-11-07 15:27:00,2016-11-07 16:32:00,15,Monday
918,Airport,33.0,Trip Completed,2016-11-07 18:22:00,2016-11-07 19:04:00,18,Monday
1478,City,33.0,Trip Completed,2016-12-07 05:16:00,2016-12-07 06:13:00,5,Wednesday
1957,City,33.0,Trip Completed,2016-12-07 11:45:00,2016-12-07 12:55:00,11,Wednesday
738,City,34.0,Trip Completed,2016-11-07 15:30:00,2016-11-07 16:44:00,15,Monday
360,Airport,35.0,Trip Completed,2016-11-07 08:02:00,2016-11-07 09:05:00,8,Monday
771,Airport,35.0,Trip Completed,2016-11-07 16:19:00,2016-11-07 17:34:00,16,Monday
1274,City,35.0,Trip Completed,2016-11-07 22:01:00,2016-11-07 23:21:00,22,Monday
1501,City,35.0,Trip Completed,2016-12-07 05:41:00,2016-12-07 06:47:00,5,Wednesday
1972,City,35.0,Trip Completed,2016-12-07 12:22:00,2016-12-07 12:43:00,12,Wednesday
1104,Airport,36.0,Trip Completed,2016-11-07 20:17:00,2016-11-07 21:20:00,20,Monday
1596,Airport,36.0,Trip Completed,2016-12-07 06:39:00,2016-12-07 07:30:00,6,Wednesday
1835,Airport,36.0,Trip Completed,2016-12-07 09:35:00,2016-12-07 10:30:00,9,Wednesday
2110,Airport,36.0,Trip Completed,2016-12-07 16:19:00,2016-12-07 17:12:00,16,Wednesday
191,Airport,37.0,Trip Completed,2016-11-07 05:55:00,2016-11-07 06:45:00,5,Monday
333,City,37.0,Trip Completed,2016-11-07 07:43:00,2016-11-07 08:53:00,7,Monday
488,Airport,37.0,Trip Completed,2016-11-07 09:35:00,2016-11-07 10:20:00,9,Monday
1780,City,37.0,Trip Completed,2016-12-07 08:58:00,2016-12-07 09:45:00,8,Wednesday
2235,Airport,37.0,Trip Completed,2016-12-07 18:12:00,2016-12-07 19:14:00,18,Wednesday
2516,City,37.0,Trip Completed,2016-12-07 21:05:00,2016-12-07 22:18:00,21,Wednesday
125,City,38.0,Trip Completed,2016-11-07 05:12:00,2016-11-07 06:17:00,5,Monday
1611,City,38.0,Trip Completed,2016-12-07 06:49:00,2016-12-07 07:44:00,6,Wednesday
1814,City,38.0,Trip Completed,2016-12-07 09:19:00,2016-12-07 09:59:00,9,Wednesday
249,City,39.0,Trip Completed,2016-11-07 06:31:00,2016-11-07 07:14:00,6,Monday
728,City,39.0,Trip Completed,2016-11-07 15:05:00,2016-11-07 16:09:00,15,Monday
1353,Airport,40.0,Trip Completed,2016-11-07 23:51:00,2016-12-07 00:34:00,23,Monday
1568,City,40.0,Trip Completed,2016-12-07 06:18:00,2016-12-07 06:52:00,6,Wednesday
2465,City,40.0,Trip Completed,2016-12-07 20:38:00,2016-12-07 21:37:00,20,Wednesday
1941,Airport,41.0,Trip Completed,2016-12-07 11:29:00,2016-12-07 12:09:00,11,Wednesday
238,City,42.0,Trip Completed,2016-11-07 06:27:00,2016-11-07 07:15:00,6,Monday
2624,City,42.0,Trip Completed,2016-12-07 22:16:00,2016-12-07 23:17:00,22,Wednesday
128,City,43.0,Trip Completed,2016-11-07 05:12:00,2016-11-07 05:48:00,5,Monday
627,City,43.0,Trip Completed,2016-11-07 12:12:00,2016-11-07 13:10:00,12,Monday
1766,Airport,43.0,Trip Completed,2016-12-07 08:45:00,2016-12-07 09:52:00,8,Wednesday
2089,City,43.0,Trip Completed,2016-12-07 15:49:00,2016-12-07 16:32:00,15,Wednesday
118,Airport,44.0,Trip Completed,2016-11-07 05:11:00,2016-11-07 05:52:00,5,Monday
339,Airport,44.0,Trip Completed,2016-11-07 07:49:00,2016-11-07 08:45:00,7,Monday
766,City,44.0,Trip Completed,2016-11-07 16:23:00,2016-11-07 17:27:00,16,Monday
1133,Airport,44.0,Trip Completed,2016-11-07 20:27:00,2016-11-07 21:31:00,20,Monday
2458,City,44.0,Trip Completed,2016-12-07 20:33:00,2016-12-07 21:33:00,20,Wednesday
1698,City,45.0,Trip Completed,2016-12-07 07:56:00,2016-12-07 08:56:00,7,Wednesday
2098,City,45.0,Trip Completed,2016-12-07 16:12:00,2016-12-07 16:42:00,16,Wednesday
635,Airport,46.0,Trip Completed,2016-11-07 12:25:00,2016-11-07 13:29:00,12,Monday
1275,Airport,46.0,Trip Completed,2016-11-07 22:05:00,2016-11-07 23:02:00,22,Monday
1562,Airport,46.0,Trip Completed,2016-12-07 06:16:00,2016-12-07 07:15:00,6,Wednesday
995,Airport,47.0,Trip Completed,2016-11-07 19:11:00,2016-11-07 19:33:00,19,Monday
1771,City,47.0,Trip Completed,2016-12-07 08:56:00,2016-12-07 09:27:00,8,Wednesday
443,City,48.0,Trip Completed,2016-11-07 09:05:00,2016-11-07 09:45:00,9,Monday
1299,City,48.0,Trip Completed,2016-11-07 22:22:00,2016-11-07 23:06:00,22,Monday
1637,Airport,48.0,Trip Completed,2016-12-07 07:09:00,2016-12-07 08:15:00,7,Wednesday
2099,Airport,48.0,Trip Completed,2016-12-07 16:03:00,2016-12-07 17:16:00,16,Wednesday
2349,Airport,48.0,Trip Completed,2016-12-07 19:22:00,2016-12-07 20:07:00,19,Wednesday
540,City,49.0,Trip Completed,2016-11-07 09:56:00,2016-11-07 10:52:00,9,Monday
1533,City,49.0,Trip Completed,2016-12-07 05:56:00,2016-12-07 06:32:00,5,Wednesday
2359,City,49.0,Trip Completed,2016-12-07 19:31:00,2016-12-07 20:28:00,19,Wednesday
2603,City,49.0,Trip Completed,2016-12-07 22:00:00,2016-12-07 22:51:00,22,Wednesday
2481,City,50.0,Trip Completed,2016-12-07 20:40:00,2016-12-07 21:37:00,20,Wednesday
686,City,51.0,Trip Completed,2016-11-07 13:44:00,2016-11-07 14:30:00,13,Monday
777,Airport,51.0,Trip Completed,2016-11-07 16:41:00,2016-11-07 17:32:00,16,Monday
1455,Airport,51.0,Trip Completed,2016-12-07 04:56:00,2016-12-07 05:27:00,4,Wednesday
1906,Airport,51.0,Trip Completed,2016-12-07 10:38:00,2016-12-07 11:22:00,10,Wednesday
2432,Airport,51.0,Trip Completed,2016-12-07 20:15:00,2016-12-07 20:59:00,20,Wednesday
64,City,52.0,Trip Completed,2016-11-07 04:16:00,2016-11-07 05:28:00,4,Monday
687,Airport,52.0,Trip Completed,2016-11-07 13:41:00,2016-11-07 14:25:00,13,Monday
1625,City,52.0,Trip Completed,2016-12-07 07:01:00,2016-12-07 07:49:00,7,Wednesday
1958,Airport,52.0,Trip Completed,2016-12-07 11:41:00,2016-12-07 12:35:00,11,Wednesday
2160,Airport,52.0,Trip Completed,2016-12-07 17:32:00,2016-12-07 18:07:00,17,Wednesday
2517,Airport,52.0,Trip Completed,2016-12-07 21:04:00,2016-12-07 22:20:00,21,Wednesday
313,City,53.0,Trip Completed,2016-11-07 07:26:00,2016-11-07 08:35:00,7,Monday
2107,City,53.0,Trip Completed,2016-12-07 16:18:00,2016-12-07 17:14:00,16,Wednesday
234,City,54.0,Trip Completed,2016-11-07 06:27:00,2016-11-07 07:23:00,6,Monday
425,Airport,54.0,Trip Completed,2016-11-07 08:48:00,2016-11-07 09:34:00,8,Monday
1528,City,54.0,Trip Completed,2016-12-07 05:58:00,2016-12-07 06:33:00,5,Wednesday
1671,Airport,54.0,Trip Completed,2016-12-07 07:41:00,2016-12-07 08:50:00,7,Wednesday
2223,City,54.0,Trip Completed,2016-12-07 18:07:00,2016-12-07 19:12:00,18,Wednesday
531,City,55.0,Trip Completed,2016-11-07 10:01:00,2016-11-07 10:36:00,10,Monday
1721,City,55.0,Trip Completed,2016-12-07 08:10:00,2016-12-07 08:47:00,8,Wednesday
2665,Airport,55.0,Trip Completed,2016-12-07 23:30:00,,23,Wednesday
1914,Airport,56.0,Trip Completed,2016-12-07 10:42:00,2016-12-07 11:52:00,10,Wednesday
614,City,57.0,Trip Completed,2016-11-07 11:49:00,2016-11-07 12:52:00,11,Monday
1340,City,57.0,Trip Completed,2016-11-07 23:22:00,2016-11-07 23:55:00,23,Monday
1576,City,57.0,Trip Completed,2016-12-07 06:27:00,2016-12-07 07:41:00,6,Wednesday
1974,Airport,57.0,Trip Completed,2016-12-07 12:19:00,2016-12-07 13:07:00,12,Wednesday
2597,City,57.0,Trip Completed,2016-12-07 21:52:00,2016-12-07 22:54:00,21,Wednesday
660,Airport,58.0,Trip Completed,2016-11-07 12:55:00,2016-11-07 13:44:00,12,Monday
943,Airport,58.0,Trip Completed,2016-11-07 18:34:00,2016-11-07 19:25:00,18,Monday
1445,Airport,58.0,Trip Completed,2016-12-07 04:45:00,2016-12-07 06:02:00,4,Wednesday
172,Airport,59.0,Trip Completed,2016-11-07 05:41:00,2016-11-07 06:19:00,5,Monday
518,City,59.0,Trip Completed,2016-11-07 09:46:00,2016-11-07 10:42:00,9,Monday
843,Airport,59.0,Trip Completed,2016-11-07 17:38:00,2016-11-07 18:31:00,17,Monday
1070,City,59.0,Trip Completed,2016-11-07 19:58:00,2016-11-07 20:58:00,19,Monday
2078,Airport,59.0,Trip Completed,2016-12-07 15:36:00,2016-12-07 16:22:00,15,Wednesday
620,City,60.0,Trip Completed,2016-11-07 12:04:00,2016-11-07 13:17:00,12,Monday
1286,Airport,60.0,Trip Completed,2016-11-07 22:18:00,2016-11-07 22:59:00,22,Monday
2482,City,60.0,Trip Completed,2016-12-07 20:45:00,2016-12-07 21:42:00,20,Wednesday
1349,Airport,61.0,Trip Completed,2016-11-07 23:41:00,2016-12-07 00:22:00,23,Monday
2192,Airport,61.0,Trip Completed,2016-12-07 17:44:00,2016-12-07 18:39:00,17,Wednesday
2323,City,61.0,Trip Completed,2016-12-07 19:06:00,2016-12-07 20:17:00,19,Wednesday
418,City,62.0,Trip Completed,2016-11-07 08:42:00,2016-11-07 09:24:00,8,Monday
608,Airport,62.0,Trip Completed,2016-11-07 11:57:00,2016-11-07 12:48:00,11,Monday
1842,City,62.0,Trip Completed,2016-12-07 09:40:00,2016-12-07 10:18:00,9,Wednesday
121,Airport,63.0,Trip Completed,2016-11-07 05:13:00,2016-11-07 06:08:00,5,Monday
571,Airport,63.0,Trip Completed,2016-11-07 10:44:00,2016-11-07 11:44:00,10,Monday
2444,Airport,63.0,Trip Completed,2016-12-07 20:23:00,2016-12-07 21:35:00,20,Wednesday
584,Airport,64.0,Trip Completed,2016-11-07 11:14:00,2016-11-07 12:25:00,11,Monday
1741,Airport,64.0,Trip Completed,2016-12-07 08:32:00,2016-12-07 09:08:00,8,Wednesday
2031,City,64.0,Trip Completed,2016-12-07 14:17:00,2016-12-07 14:51:00,14,Wednesday
744,City,65.0,Trip Completed,2016-11-07 15:41:00,2016-11-07 16:30:00,15,Monday
1634,Airport,65.0,Trip Completed,2016-12-07 07:13:00,2016-12-07 08:04:00,7,Wednesday
1911,Airport,65.0,Trip Completed,2016-12-07 10:43:00,2016-12-07 11:41:00,10,Wednesday
2608,Airport,65.0,Trip Completed,2016-12-07 21:59:00,2016-12-07 22:36:00,21,Wednesday
250,Airport,66.0,Trip Completed,2016-11-07 06:29:00,2016-11-07 07:34:00,6,Monday
781,City,66.0,Trip Completed,2016-11-07 16:40:00,2016-11-07 17:41:00,16,Monday
1681,Airport,66.0,Trip Completed,2016-12-07 07:53:00,2016-12-07 08:44:00,7,Wednesday
630,Airport,67.0,Trip Completed,2016-11-07 12:16:00,2016-11-07 13:10:00,12,Monday
679,City,67.0,Trip Completed,2016-11-07 13:22:00,2016-11-07 14:17:00,13,Monday
782,Airport,67.0,Trip Completed,2016-11-07 16:46:00,2016-11-07 17:27:00,16,Monday
1329,Airport,67.0,Trip Completed,2016-11-07 23:10:00,2016-11-07 23:45:00,23,Monday
1712,Airport,67.0,Trip Completed,2016-12-07 08:14:00,2016-12-07 09:06:00,8,Wednesday
2033,City,67.0,Trip Completed,2016-12-07 14:17:00,2016-12-07 14:59:00,14,Wednesday
1480,Airport,68.0,Trip Completed,2016-12-07 05:15:00,2016-12-07 06:06:00,5,Wednesday
2013,City,68.0,Trip Completed,2016-12-07 13:35:00,2016-12-07 14:29:00,13,Wednesday
93,City,69.0,Trip Completed,2016-11-07 04:53:00,2016-11-07 05:30:00,4,Monday
402,Airport,69.0,Trip Completed,2016-11-07 08:31:00,2016-11-07 09:02:00,8,Monday
582,City,69.0,Trip Completed,2016-11-07 10:56:00,2016-11-07 11:59:00,10,Monday
733,City,69.0,Trip Completed,2016-11-07 15:25:00,2016-11-07 16:30:00,15,Monday
951,Airport,69.0,Trip Completed,2016-11-07 18:38:00,2016-11-07 19:10:00,18,Monday
1889,City,69.0,Trip Completed,2016-12-07 10:14:00,2016-12-07 11:18:00,10,Wednesday
2046,Airport,69.0,Trip Completed,2016-12-07 14:40:00,2016-12-07 15:22:00,14,Wednesday
2664,Airport,69.0,Trip Completed,2016-12-07 23:26:00,,23,Wednesday
514,City,70.0,Trip Completed,2016-11-07 09:45:00,2016-11-07 10:56:00,9,Monday
703,City,70.0,Trip Completed,2016-11-07 14:11:00,2016-11-07 14:44:00,14,Monday
947,City,70.0,Trip Completed,2016-11-07 18:37:00,2016-11-07 19:04:00,18,Monday
2252,City,70.0,Trip Completed,2016-12-07 18:26:00,2016-12-07 19:00:00,18,Wednesday
467,City,71.0,Trip Completed,2016-11-07 09:20:00,2016-11-07 10:17:00,9,Monday
615,City,71.0,Trip Completed,2016-11-07 11:54:00,2016-11-07 12:43:00,11,Monday
801,Airport,71.0,Trip Completed,2016-11-07 17:11:00,2016-11-07 18:24:00,17,Monday
1587,Airport,71.0,Trip Completed,2016-12-07 06:31:00,2016-12-07 07:42:00,6,Wednesday
1925,City,71.0,Trip Completed,2016-12-07 11:06:00,2016-12-07 11:51:00,11,Wednesday
2527,City,71.0,Trip Completed,2016-12-07 21:11:00,2016-12-07 21:53:00,21,Wednesday
160,Airport,72.0,Trip Completed,2016-11-07 05:38:00,2016-11-07 06:34:00,5,Monday
2029,City,72.0,Trip Completed,2016-12-07 14:16:00,2016-12-07 15:09:00,14,Wednesday
2543,City,72.0,Trip Completed,2016-12-07 21:16:00,2016-12-07 21:53:00,21,Wednesday
81,Airport,73.0,Trip Completed,2016-11-07 04:47:00,2016-11-07 06:00:00,4,Monday
370,City,73.0,Trip Completed,2016-11-07 08:06:00,2016-11-07 08:32:00,8,Monday
799,Airport,73.0,Trip Completed,2016-11-07 17:07:00,2016-11-07 17:53:00,17,Monday
1300,City,73.0,Trip Completed,2016-11-07 22:31:00,2016-11-07 22:56:00,22,Monday
1805,Airport,73.0,Trip Completed,2016-12-07 09:11:00,2016-12-07 10:03:00,9,Wednesday
2410,City,73.0,Trip Completed,2016-12-07 20:05:00,2016-12-07 20:59:00,20,Wednesday
285,City,74.0,Trip Completed,2016-11-07 07:02:00,2016-11-07 07:40:00,7,Monday
754,City,74.0,Trip Completed,2016-11-07 16:06:00,2016-11-07 16:53:00,16,Monday
1449,Airport,74.0,Trip Completed,2016-12-07 04:53:00,2016-12-07 05:57:00,4,Wednesday
462,City,75.0,Trip Completed,2016-11-07 09:14:00,2016-11-07 10:30:00,9,Monday
817,City,75.0,Trip Completed,2016-11-07 17:32:00,2016-11-07 18:23:00,17,Monday
1790,Airport,75.0,Trip Completed,2016-12-07 09:06:00,2016-12-07 09:58:00,9,Wednesday
2014,City,75.0,Trip Completed,2016-12-07 13:36:00,2016-12-07 14:09:00,13,Wednesday
2165,City,75.0,Trip Completed,2016-12-07 17:31:00,2016-12-07 18:24:00,17,Wednesday
